S,0,1,2,3,4,5,6,7,8,9,10
3028,0,1,1,1,2,1,2,1,1,0,0
3029,0,1,2,2,2,3,3,2,2,2,1
3030,0,1,1,2,3,3,4,4,4,4,4
3031,0,1,2,3,4,4,4,4,4,3,3
3032,0,1,1,1,3,3,4,4,4,4,4
3033,0,1,1,2,3,3,3,3,3,1,1
3034,0,1,1,1,2,2,2,2,1,0,0
3035,0,1,1,2,2,1,2,1,1,1,0
3036,0,1,1,2,3,4,4,4,4,4,4
3037,0,1,1,2,4,4,4,4,4,4,4
3038,0,1,2,3,4,4,5,4,4,4,4
3039,0,1,2,4,4,4,5,5,4,4,4
3040,0,1,1,2,2,2,2,2,2,2,2
3041,0,1,1,2,2,3,4,3,3,2,2
3042,0,1,1,3,4,4,5,4,5,4,4
3043,0,1,1,2,2,2,2,2,2,1,1
3044,0,1,1,3,2,3,4,3,3,3,2
3045,0,1,1,2,2,2,3,3,2,1,1
3046,0,1,1,1,3,4,4,5,4,4,4
3047,0,1,1,3,2,3,4,4,4,4,4
3048,0,1,1,3,4,4,5,4,4,3,4
3049,0,1,1,3,3,2,3,3,3,2,2
3050,0,1,2,3,3,4,4,3,3,2,2
3051,0,1,2,3,4,4,4,5,4,4,3
3052,0,1,1,2,2,3,3,2,2,1,0
3053,0,1,1,1,2,2,2,3,3,2,1
3054,0,1,1,1,2,2,3,2,2,1,1
3055,0,1,2,4,4,3,4,3,3,2,1
3056,0,1,1,3,3,4,4,4,4,4,4
3057,0,1,1,2,2,3,3,3,3,2,1
3058,0,1,2,3,3,3,4,3,3,2,2
3059,0,1,2,3,3,3,4,4,3,3,3
3060,0,1,1,2,4,3,4,3,3,2,2
3061,0,1,1,1,2,4,4,4,4,4,3
3062,0,1,1,2,3,3,4,4,4,4,4
3063,0,1,1,2,3,4,4,3,3,2,2
3064,0,1,2,3,4,4,5,5,5,4,3
3065,0,1,1,1,2,2,3,3,2,2,1
3066,0,1,1,2,4,4,4,4,4,4,4
3067,0,1,2,3,3,4,4,4,4,4,4
3068,0,1,1,3,3,4,5,5,5,5,4
3069,0,1,1,2,3,4,4,4,3,3,3
3070,0,1,1,2,2,2,2,1,1,0,0
3071,0,1,1,2,2,3,4,4,4,4,3
3072,0,1,1,2,3,4,4,4,4,3,3
3073,0,1,1,1,3,4,5,5,4,4,4
3074,0,1,2,3,3,2,2,2,2,1,1
3075,0,1,1,3,3,4,4,4,4,4,4
3076,0,1,2,3,3,4,4,4,4,4,4
3077,0,1,2,3,4,4,4,4,4,4,3
3078,0,1,1,3,3,4,4,4,4,3,4
3079,0,1,2,3,4,4,4,4,3,2,1
3080,0,1,1,1,1,3,2,2,2,1,2
3081,0,1,1,2,3,4,4,4,5,4,4
3082,0,1,1,1,3,3,4,4,4,4,4
3083,0,1,1,3,4,4,5,5,5,4,4
3084,0,1,1,2,3,2,3,3,3,3,3
3085,0,1,2,3,3,3,4,3,3,3,3
3086,0,1,1,2,3,3,4,3,3,4,3
3087,0,1,1,2,2,3,3,3,3,2,1
3088,0,1,1,3,4,5,5,5,5,4,4
3089,0,1,1,3,3,3,3,4,4,3,3
3090,0,1,1,2,3,3,4,4,4,3,2
3091,0,1,2,3,3,4,4,4,4,4,4
3092,0,1,1,2,2,3,4,3,2,1,2
3093,0,1,1,2,2,3,4,4,4,4,3
3094,0,1,1,2,3,3,4,4,4,3,1
3095,0,1,1,1,2,3,3,3,3,2,2
3096,0,1,1,2,3,4,4,4,3,3,3
3097,0,1,1,1,2,2,3,3,3,2,2
3098,0,1,2,2,2,4,4,3,3,3,2
3099,0,1,1,1,1,1,1,1,1,1,0
3100,0,1,1,2,2,3,4,4,4,4,4
3101,0,1,1,1,2,3,3,3,3,3,3
3102,0,1,2,2,2,3,4,4,4,4,3
3103,0,1,1,3,3,4,4,4,4,4,4
3104,0,1,1,3,3,3,4,3,3,3,2
3105,0,1,1,1,1,2,2,1,1,1,1
3106,0,1,0,2,1,3,3,2,2,1,1
3107,0,1,1,1,1,2,2,1,1,1,1
3108,0,1,2,2,3,4,4,4,4,3,2
3109,0,1,1,2,3,4,4,3,3,3,3
3110,0,1,1,3,3,2,3,2,3,3,2
3111,0,1,2,2,3,3,3,3,3,2,1
3112,0,1,2,3,4,4,5,5,5,4,4
3113,0,1,2,3,4,4,5,4,4,4,4
3114,0,1,0,1,2,3,3,3,3,2,1
3115,0,1,2,3,3,3,4,4,4,3,3
3116,0,1,1,1,3,2,4,3,3,2,2
3117,0,1,1,2,3,4,4,4,4,4,3
3118,0,1,1,2,3,4,5,5,4,4,4
3119,0,1,1,3,4,4,4,4,4,4,4
3120,0,1,1,2,3,4,4,4,4,4,3
3121,0,1,1,2,2,4,4,5,5,4,4
3122,0,1,2,3,3,3,4,4,4,4,3
3123,0,1,2,3,3,3,4,5,5,5,4
3124,0,1,1,1,2,3,4,4,4,3,2
3125,0,1,1,1,2,2,3,3,4,3,2
3126,0,1,2,2,2,3,3,3,3,2,2
3127,0,1,1,2,3,3,3,2,2,1,1
3128,0,1,1,2,4,4,4,4,4,4,4
3129,0,1,1,2,3,3,4,4,4,3,2
3130,0,1,1,2,3,3,4,4,4,3,3
3131,0,1,1,2,2,3,3,3,3,2,1
3132,0,1,1,2,2,1,1,1,1,0,0
3133,0,1,2,2,4,3,3,3,2,2,1
3134,0,1,1,2,3,3,4,4,4,2,2
3135,0,1,1,2,3,4,4,5,4,4,4
3136,0,1,1,3,4,3,3,2,3,2,2
3137,0,1,2,3,3,4,4,5,4,4,4
3138,0,1,2,2,3,3,3,3,3,2,2
3139,0,1,1,3,4,5,5,5,5,4,4
3140,0,1,1,1,2,3,4,4,4,4,3
3141,0,1,1,2,3,3,4,4,3,3,4
3142,0,1,2,3,3,4,4,4,4,3,3
3143,0,1,1,2,2,3,3,2,2,1,1
3144,0,1,1,2,3,3,4,4,4,3,3
3145,0,1,2,3,3,4,4,4,4,4,4
3146,0,1,2,3,4,5,5,5,5,4,3
3147,0,1,1,2,2,3,3,4,4,4,4
3148,0,1,1,2,3,4,4,4,4,3,3
3149,0,1,1,2,3,3,3,3,3,3,2
3150,0,1,1,2,2,3,3,4,3,3,3
3151,0,1,1,3,4,4,4,4,3,3,3
3152,0,1,2,2,3,3,3,3,2,3,2
3153,0,1,1,2,3,3,4,4,3,3,3
3154,0,1,1,3,3,4,4,4,4,3,3
3155,0,1,2,2,3,3,3,3,3,2,2
3156,0,1,1,2,2,3,3,3,3,3,2
3157,0,1,1,2,3,2,3,3,3,2,2
3158,0,1,2,2,3,3,3,3,3,2,2
3159,0,1,1,3,4,4,4,4,4,4,3
3160,0,1,1,2,3,3,4,4,4,4,4
3161,0,1,1,2,2,2,3,3,3,3,3
3162,0,1,1,1,2,2,3,2,1,1,0
3163,0,1,2,3,4,4,4,4,3,2,2
3164,0,1,1,2,3,4,4,4,4,4,3
3165,0,1,1,1,2,3,4,3,4,4,3
3166,0,1,1,2,2,3,3,2,2,2,2
3167,0,1,1,3,4,4,5,5,5,5,4
3168,0,1,1,2,3,3,4,4,4,3,3
3169,0,1,1,1,2,3,3,3,2,1,0
3170,0,1,1,1,1,3,3,3,3,3,3
3171,0,1,1,2,2,3,3,3,2,2,2
3172,0,1,2,2,4,4,4,5,4,4,3
3173,0,1,1,1,2,3,4,4,3,2,2
3174,0,1,1,2,3,3,3,4,3,3,3
3175,0,1,2,3,3,4,4,4,4,4,3
3176,0,1,1,3,4,5,5,5,5,5,5
3177,0,1,2,2,3,4,4,3,3,3,3
3178,0,1,1,2,2,1,2,2,2,1,2
3179,0,1,1,2,3,3,4,4,3,2,2
3180,0,1,1,2,3,3,4,4,4,4,4
3181,0,1,2,3,4,4,4,4,4,4,4
3182,0,1,1,3,2,3,4,3,3,2,1
3183,0,1,1,1,2,3,3,3,3,2,2
3184,0,1,2,3,4,5,5,5,5,5,4
3185,0,1,1,3,3,3,4,4,3,2,2
3186,0,1,1,2,2,3,3,4,3,3,3
3187,0,1,1,2,3,4,4,3,3,2,2
3188,0,1,2,2,3,3,3,4,4,4,4
3189,0,1,1,2,3,3,3,3,3,2,2
3190,0,1,1,2,2,3,3,3,3,2,2
3191,0,1,1,3,3,3,4,3,3,3,2
3192,0,1,2,2,3,4,4,4,3,3,2
3193,0,1,1,1,2,3,3,3,3,2,1
3194,0,1,1,3,2,3,3,2,3,2,2
3195,0,1,1,3,2,3,3,3,3,2,3
3196,0,1,1,2,2,4,3,3,3,3,3
3197,0,1,1,2,3,3,3,3,3,3,3
3198,0,1,1,2,2,3,3,3,3,4,3
3199,0,1,1,1,2,3,3,3,2,2,1
3200,0,1,1,2,1,3,4,4,3,3,3
3201,0,1,1,2,3,3,4,4,5,5,4
3202,0,1,1,2,3,3,4,3,3,3,3
3203,0,1,1,2,2,3,3,3,3,2,2
3204,0,1,1,2,3,2,3,3,3,3,3
3205,0,1,2,2,3,4,4,3,2,1,1
3206,0,1,1,2,3,3,4,4,3,2,2
3207,0,1,1,3,3,3,3,3,2,1,1
3208,0,1,1,1,2,3,3,3,3,2,2
3209,0,1,1,3,3,3,3,3,3,2,3
3210,0,1,2,2,4,4,4,4,4,4,4
3211,0,1,2,3,3,4,4,4,3,3,2
3212,0,1,1,3,4,4,5,4,5,4,4
3213,0,1,1,2,2,2,2,1,1,0,0
3214,0,1,1,1,2,3,4,4,4,3,1
3215,0,1,1,2,2,2,3,3,3,2,1
3216,0,1,1,1,2,2,3,3,2,2,2
3217,0,1,1,3,4,4,5,4,4,4,4
3218,0,1,1,1,1,2,2,2,2,1,1
3219,0,1,2,3,4,4,4,4,3,4,2
3220,0,1,1,2,2,3,3,3,3,3,3
3221,0,1,2,2,3,3,2,2,2,2,0
3222,0,1,2,2,3,3,4,4,4,3,3
3223,0,1,3,3,4,4,4,4,4,3,3
3224,0,1,1,2,3,4,4,4,4,3,3
3225,0,1,2,3,3,3,4,3,2,1,0
3226,0,1,1,3,4,4,4,4,4,4,3
3227,0,1,2,3,4,3,4,4,4,3,3
3228,0,1,1,2,3,4,4,4,4,4,4
3229,0,1,2,2,3,4,4,4,4,4,3
3230,0,1,1,1,3,4,4,4,4,4,4
3231,0,1,1,1,2,3,3,3,3,3,3
3232,0,1,2,3,3,3,3,4,3,3,2
3233,0,1,1,2,2,3,3,2,1,1,1
3234,0,1,1,2,2,2,2,3,3,2,2
3235,0,1,2,2,3,3,3,3,2,3,3
3236,0,1,1,2,3,4,4,4,4,4,3
3237,0,1,1,2,3,4,4,4,4,3,3
3238,0,1,1,2,3,3,4,3,3,3,2
3239,0,1,1,3,4,5,5,5,5,5,5
3240,0,1,1,2,2,3,3,3,4,3,3
3241,0,1,1,2,3,3,4,4,4,4,4
3242,0,1,2,3,3,4,5,5,4,4,4
3243,0,1,1,1,3,3,3,3,3,3,3
3244,0,1,1,1,3,4,4,4,3,3,2
3245,0,1,2,2,3,4,5,5,4,4,4
3246,0,1,2,3,3,3,3,3,3,3,1
3247,0,1,3,3,4,4,4,4,4,4,3
3248,0,1,1,2,2,2,2,2,2,1,1
3249,0,1,2,3,4,4,4,3,3,3,3
3250,0,1,2,3,3,3,3,3,3,3,2
3251,0,1,2,3,4,4,4,4,4,3,3
3252,0,1,1,1,2,3,4,4,3,3,2
3253,0,1,1,1,1,2,2,1,2,1,1
3254,0,1,2,3,4,4,4,4,4,3,2
3255,0,1,2,2,2,2,3,1,2,1,1
3256,0,1,2,4,4,4,4,4,4,4,3
3257,0,1,1,3,3,3,4,3,4,4,3
3258,0,1,3,3,3,3,4,4,3,3,3
3259,0,1,2,3,3,4,4,3,3,3,2
3260,0,1,1,2,2,2,3,3,2,2,1
3261,0,1,1,2,2,3,4,4,4,4,3
3262,0,1,2,3,3,3,4,4,4,4,4
3263,0,1,1,2,3,4,4,4,4,4,4
3264,0,1,0,1,2,3,3,3,3,3,3
3265,0,1,1,3,3,4,4,4,4,4,4
3266,0,1,1,2,2,3,3,3,3,3,3
3267,0,1,1,2,2,1,2,1,1,1,1
3268,0,1,1,3,4,4,4,4,4,3,4
3269,0,1,1,3,3,3,2,1,2,2,1
3270,0,1,1,2,3,3,4,3,4,4,3
3271,0,1,2,2,3,2,3,3,3,2,2
3272,0,1,0,1,2,3,4,3,3,2,1
3273,0,1,1,2,2,2,3,3,3,2,1
3274,0,1,2,3,3,4,4,4,4,3,2
3275,0,1,2,2,2,2,3,3,1,1,1
3276,0,1,1,3,4,4,4,4,3,4,3
3277,0,1,1,1,1,2,3,3,3,3,3
3278,0,1,1,3,4,4,4,4,4,3,3
3279,0,1,1,2,2,3,3,2,2,2,1
3280,0,1,2,3,4,4,5,5,5,5,4
3281,0,1,1,2,3,3,4,4,4,4,4
3282,0,1,1,2,1,1,1,1,1,1,1
3283,0,1,2,3,4,4,3,4,4,3,3
3284,0,1,1,2,3,3,3,3,3,3,3
3285,0,1,1,2,3,3,4,3,3,3,2
3286,0,1,2,4,4,5,5,5,5,4,4
3287,0,1,1,2,3,3,4,3,2,2,2
3288,0,1,1,2,3,3,3,3,3,3,3
3289,0,1,1,2,2,3,3,1,1,1,0
3290,0,1,1,3,3,4,5,4,4,3,2
3291,0,1,2,3,3,4,4,4,4,4,3
3292,0,1,2,2,4,4,5,5,4,4,3
3293,0,1,1,3,2,2,2,2,2,2,2
3294,0,1,1,1,2,3,4,3,3,3,3
3295,0,1,1,2,3,4,4,4,4,3,3
3296,0,1,1,1,2,2,2,1,1,1,0
3297,0,1,1,1,2,2,2,2,2,2,3
3298,0,1,1,1,3,4,4,4,4,4,4
3299,0,1,1,2,3,4,4,4,4,3,3
3300,0,1,2,3,4,4,5,5,4,5,5
3301,0,1,1,2,2,3,4,3,4,4,3
3302,0,1,2,2,3,3,2,1,0,0,0
3303,0,1,1,2,3,3,4,4,4,3,3
3304,0,1,3,4,5,5,5,5,5,5,5
3305,0,1,2,3,4,5,5,4,4,4,4
3306,0,1,1,2,3,4,4,4,4,4,4
3307,0,1,1,3,3,2,2,2,2,2,1
3308,0,1,1,3,3,4,4,3,3,3,2
3309,0,1,2,3,4,4,4,4,5,4,4
3310,0,1,1,3,4,4,4,4,4,4,4
3311,0,1,1,2,2,3,3,3,3,3,3
3312,0,1,2,2,3,4,4,4,4,3,3
3313,0,1,2,3,3,4,4,3,3,3,2
3314,0,1,2,3,3,3,4,4,4,3,3
3315,0,1,2,2,3,3,3,3,4,3,3
3316,0,1,1,2,3,3,4,4,4,4,4
3317,0,1,2,2,3,3,3,3,3,2,2
3318,0,1,2,3,4,4,4,4,4,4,3
3319,0,1,1,1,1,1,2,2,3,2,1
3320,0,1,1,2,3,4,4,4,3,3,1
3321,0,1,1,2,3,3,3,2,1,0,0
3322,0,1,2,2,3,3,3,3,3,3,3
3323,0,1,2,2,3,3,4,4,4,4,3
3324,0,1,1,2,3,3,3,3,3,2,2
3325,0,1,1,2,3,4,4,4,4,4,4
3326,0,1,1,3,4,3,2,3,2,2,1
3327,0,1,1,3,3,3,3,3,4,4,3
3328,0,1,2,3,3,4,4,3,3,3,3
3329,0,1,1,1,2,3,4,4,4,3,3
3330,0,1,2,3,4,4,4,4,4,4,3
3331,0,1,1,2,2,2,2,1,2,1,1
3332,0,1,1,1,2,3,3,4,3,3,3
3333,0,1,1,3,3,4,4,3,3,2,1
3334,0,1,1,2,3,3,4,4,3,4,3
3335,0,1,1,2,4,4,5,5,5,5,4
3336,0,1,2,3,3,4,4,4,4,4,3
3337,0,1,2,3,2,3,3,3,3,2,2
3338,0,1,1,1,2,2,3,2,2,1,1
3339,0,1,1,1,2,2,3,3,2,1,2
3340,0,1,1,3,3,3,4,4,4,4,5
3341,0,1,1,2,2,3,3,4,4,3,3
3342,0,1,1,3,4,4,4,4,4,3,2
3343,0,1,1,3,4,5,5,5,5,5,4
3344,0,1,1,1,2,3,4,2,2,1,2
3345,0,1,1,3,3,3,4,4,4,3,3
3346,0,1,1,1,3,3,3,3,3,2,2
3347,0,1,1,3,4,4,4,4,3,2,2
3348,0,1,1,3,2,3,3,3,3,3,1
3349,0,1,1,1,2,3,3,3,3,3,3
3350,0,1,1,2,3,3,3,3,3,3,3
3351,0,1,1,3,4,4,5,4,4,4,4
3352,0,1,1,2,2,2,3,3,3,3,2
3353,0,1,1,2,3,3,4,4,4,4,3
3354,0,1,1,2,3,3,3,2,2,1,1
3355,0,1,2,2,2,3,4,4,4,4,4
3356,0,1,1,2,3,3,3,3,3,3,2
3357,0,1,1,3,3,4,4,3,2,1,1
3358,0,1,2,3,3,3,4,4,4,4,3
3359,0,1,1,2,3,3,3,2,3,1,1
3360,0,1,1,2,2,3,3,3,3,3,2
3361,0,1,1,2,3,3,3,4,3,3,3
3362,0,1,1,2,4,3,4,4,4,4,4
3363,0,1,1,3,3,4,4,4,3,3,3
3364,0,1,1,3,3,3,4,4,3,3,3
3365,0,1,1,2,3,3,3,3,3,2,2
3366,0,1,1,2,3,4,4,4,3,3,2
3367,0,1,1,1,2,2,2,2,1,1,1
3368,0,1,1,2,3,3,4,4,4,3,3
3369,0,1,1,1,2,2,4,3,2,2,2
3370,0,1,0,1,2,3,3,3,3,2,2
3371,0,1,1,1,2,1,2,2,2,2,1
3372,0,1,2,2,3,3,4,5,4,4,4
3373,0,1,1,3,3,3,2,2,1,1,2
3374,0,1,1,2,3,3,3,3,4,3,2
3375,0,1,1,2,3,3,4,3,3,3,3
3376,0,1,1,3,3,3,3,3,4,3,3
3377,0,1,2,2,3,4,5,4,5,5,4
3378,0,1,2,2,2,1,2,1,1,1,0
3379,0,1,1,2,3,3,4,4,4,3,2
3380,0,1,1,1,2,2,3,2,2,1,1
3381,0,1,1,2,3,4,4,4,4,4,4
3382,0,1,1,1,2,3,3,3,3,2,3
3383,0,1,2,2,3,3,3,4,4,4,3
3384,0,1,2,2,3,3,4,3,3,3,3
3385,0,1,1,2,2,2,2,2,2,2,2
3386,0,1,1,2,3,3,4,4,4,3,3
3387,0,1,1,2,3,3,4,3,4,3,2
3388,0,1,1,2,3,3,4,3,3,3,3
3389,0,1,1,2,3,3,4,4,4,4,4
3390,0,1,1,2,3,3,3,3,3,3,3
3391,0,1,2,3,3,3,4,4,3,3,3
3392,0,1,1,3,4,4,4,4,4,3,4
3393,0,1,2,3,4,4,5,4,4,4,4
3394,0,1,1,2,3,3,4,4,4,4,4
3395,0,1,1,2,2,2,2,1,1,1,2
3396,0,1,1,2,3,3,3,4,3,2,3
3397,0,1,1,2,3,3,4,4,3,3,3
3398,0,1,1,2,3,2,2,2,1,1,1
3399,0,1,1,1,2,2,3,3,3,2,1
3400,0,1,1,2,2,2,3,2,2,2,1
3401,0,1,1,1,3,3,3,3,2,2,2
3402,0,1,1,2,3,4,4,4,4,3,3
3403,0,1,1,1,2,3,4,4,4,4,3
3404,0,1,1,2,4,3,4,3,4,3,3
3405,0,1,1,2,3,3,3,3,3,2,2
3406,0,1,1,1,1,2,3,1,1,1,1
3407,0,1,1,2,3,4,4,3,2,1,2
3408,0,1,1,2,3,4,4,3,4,2,2
3409,0,1,1,1,2,3,3,3,3,3,2
3410,0,1,1,2,3,3,3,3,2,1,1
3411,0,1,1,1,1,2,1,1,1,0,0
3412,0,1,1,2,2,3,3,3,3,2,2
3413,0,1,3,3,4,4,4,4,4,4,4
3414,0,1,2,3,4,4,4,4,4,3,3
3415,0,1,1,3,4,4,3,3,3,2,2
3416,0,1,1,2,3,3,2,2,1,1,0
3417,0,1,2,3,3,3,3,3,3,2,2
3418,0,1,1,3,3,3,3,3,3,3,3
3419,0,1,1,3,3,3,3,3,3,2,1
3420,0,1,1,2,3,4,4,3,4,4,3
3421,0,1,2,3,3,4,4,4,4,4,4
3422,0,1,1,2,2,3,3,3,2,2,1
3423,0,1,1,1,2,3,3,1,1,1,0
3424,0,1,1,2,3,3,4,4,3,3,3
3425,0,1,1,2,3,3,4,4,4,3,3
3426,0,1,1,2,2,2,3,3,3,3,3
3427,0,1,1,3,4,4,4,4,3,3,2
3428,0,1,1,3,3,3,4,4,4,3,3
3429,0,1,1,2,3,3,3,3,3,2,2
3430,0,1,1,1,1,2,2,3,2,2,1
3431,0,1,1,1,3,4,4,5,5,5,4
3432,0,1,1,1,2,3,4,3,3,3,3
3433,0,1,1,2,3,3,4,4,4,3,4
3434,0,1,1,2,3,4,4,3,3,3,3
3435,0,1,1,1,3,4,4,4,4,3,2
3436,0,1,1,2,2,3,4,4,4,4,4
3437,0,1,1,3,4,4,4,4,3,3,2
3438,0,1,1,2,3,2,2,1,1,1,2
3439,0,1,1,2,2,2,3,2,2,1,1
3440,0,1,1,2,3,4,4,4,4,3,3
3441,0,1,1,2,3,3,4,4,4,4,4
3442,0,1,1,1,1,2,2,2,2,2,1
3443,0,1,1,3,3,4,4,4,4,4,4
3444,0,1,1,2,3,4,4,4,4,4,3
3445,0,1,1,2,3,4,4,4,4,4,4
3446,0,1,1,1,2,3,3,3,3,3,3
3447,0,1,2,4,3,4,4,4,4,4,4
3448,0,1,1,1,1,2,2,2,2,1,1
3449,0,1,2,2,2,3,4,4,3,3,2
3450,0,1,2,3,3,4,5,5,5,5,5
3451,0,1,1,1,1,2,3,3,3,2,1
3452,0,1,1,3,3,3,4,4,4,4,4
3453,0,1,1,3,4,4,5,5,5,5,5
3454,0,1,2,3,4,4,4,4,4,3,2
3455,0,1,1,1,2,1,1,1,1,1,1
3456,0,1,1,2,2,3,3,3,3,1,1
3457,0,1,1,2,3,4,4,4,4,4,4
3458,0,1,1,1,2,2,2,2,2,2,2
3459,0,1,1,2,3,3,3,3,2,2,2
3460,0,1,1,1,2,3,3,3,3,3,3
3461,0,1,1,2,2,2,3,3,2,2,1
3462,0,1,1,3,3,3,4,3,4,4,3
3463,0,1,1,2,2,2,3,2,1,0,1
3464,0,1,2,3,3,4,4,4,3,3,3
3465,0,1,1,2,3,4,4,4,4,4,4
3466,0,1,1,3,3,3,4,4,3,2,2
3467,0,1,1,2,2,3,4,3,4,3,3
3468,0,1,1,3,3,4,4,4,4,4,3
3469,0,1,1,2,3,3,4,3,3,3,2
3470,0,1,1,2,3,4,4,4,3,3,2
3471,0,1,1,2,3,4,4,4,4,4,3
3472,0,1,2,2,3,3,4,4,3,3,2
3473,0,1,1,1,2,2,3,2,3,3,2
3474,0,1,1,3,3,4,4,4,4,4,4
3475,0,1,1,3,4,4,4,4,4,4,4
3476,0,1,1,2,3,3,3,3,3,3,3
3477,0,1,1,2,3,3,4,3,3,3,3
3478,0,1,1,3,4,4,4,4,3,2,2
3479,0,1,2,3,4,4,5,5,5,4,4
3480,0,1,1,1,2,3,4,4,3,2,2
3481,0,1,2,4,4,4,5,4,4,4,3
3482,0,1,1,1,2,3,4,3,4,3,3
3483,0,1,2,2,3,3,3,3,3,2,2
3484,0,1,1,2,3,4,4,3,3,2,2
3485,0,1,1,2,1,2,3,3,3,3,3
3486,0,1,1,2,2,3,4,3,2,1,1
3487,0,1,2,2,3,2,4,4,4,4,3
3488,0,1,2,3,3,3,3,3,3,3,3
3489,0,1,1,2,1,2,3,3,3,3,2
3490,0,1,1,1,2,3,3,3,3,3,3
3491,0,1,1,3,3,3,3,3,3,2,3
3492,0,1,1,1,3,3,3,3,3,3,3
3493,0,1,1,2,3,4,4,4,4,4,4
3494,0,1,2,3,4,4,4,3,3,2,1
3495,0,1,1,2,3,4,5,4,4,4,4
3496,0,1,1,1,2,1,1,2,1,1,1
3497,0,1,2,3,4,4,4,4,4,4,4
3498,0,1,1,2,2,2,3,3,3,3,3
3499,0,1,2,2,3,4,4,4,4,3,2
3500,0,1,2,2,2,2,2,1,1,1,2
3501,0,1,1,2,3,3,4,3,4,3,2
3502,0,1,1,1,1,1,1,1,1,0,0
3503,0,1,1,2,3,3,3,3,2,2,1
3504,0,1,1,1,2,3,4,4,5,4,4
3505,0,1,1,2,3,4,4,4,4,4,2
3506,0,1,1,3,4,4,3,3,3,3,2
3507,0,1,1,1,1,2,3,3,3,3,3
3508,0,1,1,3,3,3,4,4,4,3,3
3509,0,1,2,3,4,4,5,5,5,5,4
3510,0,1,3,4,3,4,4,4,4,4,4
3511,0,1,1,2,3,4,4,4,3,3,3
3512,0,1,1,2,4,4,4,5,5,4,4
3513,0,1,2,2,3,3,4,4,4,3,3
3514,0,1,1,2,3,3,3,3,3,2,2
3515,0,1,1,2,2,3,3,3,3,2,2
3516,0,1,1,3,3,4,4,4,4,4,3
3517,0,1,1,1,1,2,3,3,3,3,3
3518,0,1,2,3,4,4,5,5,4,4,4
3519,0,1,1,1,1,1,1,2,1,1,0
3520,0,1,1,1,2,2,2,2,2,1,1
3521,0,1,1,2,4,4,4,4,4,4,4
3522,0,1,1,2,3,3,4,4,3,3,2
3523,0,1,1,1,2,3,3,3,3,3,3
3524,0,1,1,3,3,3,3,3,2,1,1
3525,0,1,1,1,3,3,3,3,3,3,3
3526,0,1,2,3,4,4,4,4,4,3,3
3527,0,1,1,2,3,3,4,3,3,3,3
3528,0,1,1,3,3,4,4,4,3,3,2
3529,0,1,1,3,4,4,4,4,4,3,4
3530,0,1,1,2,3,3,4,3,3,3,2
3531,0,1,1,2,3,4,5,4,4,4,3
3532,0,1,1,3,3,3,3,3,3,3,2
3533,0,1,2,3,3,4,4,4,3,3,3
3534,0,1,1,1,2,3,3,3,2,1,1
3535,0,1,1,3,3,4,4,4,4,4,3
3536,0,1,1,2,3,3,4,4,3,3,2
3537,0,1,2,3,3,4,4,5,4,4,4
3538,0,1,3,3,4,3,3,4,3,3,3
3539,0,1,1,2,3,3,3,3,3,2,2
3540,0,1,1,2,2,3,4,3,3,2,2
3541,0,1,1,1,3,3,4,4,4,3,4
3542,0,1,1,3,4,4,4,3,2,2,1
3543,0,1,1,2,3,3,4,3,3,1,1
3544,0,1,1,3,4,4,4,4,4,3,1
3545,0,1,1,2,2,2,3,3,2,2,2
3546,0,1,1,2,3,3,3,2,1,1,1
3547,0,1,3,3,4,5,5,5,5,5,5
3548,0,1,1,2,3,3,4,3,3,2,2
3549,0,1,1,1,2,3,3,3,2,1,2
3550,0,1,1,2,3,3,3,3,3,2,2
3551,0,1,1,1,2,2,3,2,3,2,1
3552,0,1,1,2,3,2,2,2,1,1,1
3553,0,1,1,2,2,3,3,4,3,4,3
3554,0,1,1,1,1,1,1,1,1,1,0
3555,0,1,1,2,3,3,4,3,3,3,2
3556,0,1,1,2,3,4,4,4,3,2,2
3557,0,1,1,2,3,3,4,3,4,3,2
3558,0,1,2,3,4,5,5,5,5,5,4
3559,0,1,2,2,1,2,2,2,2,1,1
3560,0,1,2,3,3,4,4,4,4,3,3
3561,0,1,1,2,2,3,3,4,4,3,3
3562,0,1,1,3,3,4,4,4,3,2,2
3563,0,1,2,2,3,4,4,4,4,4,3
3564,0,1,1,3,3,4,4,4,4,4,4
3565,0,1,1,2,3,3,3,3,2,3,3
3566,0,1,1,1,2,1,1,1,1,0,0
3567,0,1,2,3,4,4,4,4,4,4,3
3568,0,1,3,4,4,4,5,5,4,4,4
3569,0,1,1,3,3,2,2,1,0,0,0
3570,0,1,1,2,2,3,3,3,3,2,2
3571,0,1,1,2,3,3,3,3,3,2,2
3572,0,1,1,3,4,4,4,4,4,4,3
3573,0,1,1,3,3,3,4,4,3,3,3
3574,0,1,1,2,3,2,2,2,2,2,2
3575,0,1,2,3,4,4,4,4,4,3,3
3576,0,1,1,2,3,3,3,3,3,2,1
3577,0,1,2,2,3,4,4,4,4,3,3
3578,0,1,1,3,4,3,4,4,4,4,3
3579,0,1,3,4,4,5,5,5,5,5,5
3580,0,1,1,2,3,3,3,3,3,4,3
3581,0,1,1,2,3,3,4,4,3,3,3
3582,0,1,2,3,4,4,4,4,4,4,3
3583,0,1,1,2,3,3,4,4,4,4,3
3584,0,1,2,2,2,2,3,3,3,2,2
3585,0,1,3,3,3,2,2,2,2,2,2
3586,0,1,1,2,3,4,4,4,4,3,2
